#Meteo hourly data
#Site, Solcast_site_11.979359_57.686904
#Country, Sweden
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 57.6869
#Longitude, 11.9794
#Altitude, 60
#Time Zone, 0.0
Year,Month,Day,Hour,Minute,GHI
Year,Month,Day,Hour,Minute,[W/m2]
2007,7,31,12,0,731
2007,7,31,13,0,669
2007,7,31,14,0,574
2007,7,31,15,0,456
2007,7,31,16,0,324
2007,7,31,17,0,190
2007,7,31,18,0,72
2007,7,31,19,0,5
2007,7,31,20,0,0
2007,7,31,21,0,0
2007,7,31,22,0,0
2007,7,31,23,0,0
2007,8,1,0,0,0
2007,8,1,1,0,0
2007,8,1,2,0,0
2007,8,1,3,0,18
2007,8,1,4,0,84
2007,8,1,5,0,218
2007,8,1,6,0,313
2007,8,1,7,0,341
2007,8,1,8,0,464
2007,8,1,9,0,391
2007,8,1,10,0,429
2007,8,1,11,0,492
2007,8,1,12,0,536
2007,8,1,13,0,631
2007,8,1,14,0,475
2007,8,1,15,0,371
2007,8,1,16,0,181
2007,8,1,17,0,123
2007,8,1,18,0,43
2007,8,1,19,0,2
2007,8,1,20,0,0
2007,8,1,21,0,0
2007,8,1,22,0,0
2007,8,1,23,0,0
2007,8,2,0,0,0
2007,8,2,1,0,0
2007,8,2,2,0,0
2007,8,2,3,0,6
2007,8,2,4,0,42
2007,8,2,5,0,56
2007,8,2,6,0,152
2007,8,2,7,0,257
2007,8,2,8,0,335
2007,8,2,9,0,407
2007,8,2,10,0,463
2007,8,2,11,0,469
2007,8,2,12,0,429
2007,8,2,13,0,359
2007,8,2,14,0,421
2007,8,2,15,0,347
2007,8,2,16,0,206
2007,8,2,17,0,64
2007,8,2,18,0,30
2007,8,2,19,0,3
2007,8,2,20,0,0
2007,8,2,21,0,0
2007,8,2,22,0,0
2007,8,2,23,0,0
2007,8,3,0,0,0
2007,8,3,1,0,0
2007,8,3,2,0,0
2007,8,3,3,0,7
2007,8,3,4,0,31
2007,8,3,5,0,70
2007,8,3,6,0,195
2007,8,3,7,0,484
2007,8,3,8,0,606
2007,8,3,9,0,691
2007,8,3,10,0,733
2007,8,3,11,0,698
2007,8,3,12,0,706
2007,8,3,13,0,675
2007,8,3,14,0,578
2007,8,3,15,0,457
2007,8,3,16,0,319
2007,8,3,17,0,185
2007,8,3,18,0,66
2007,8,3,19,0,3
2007,8,3,20,0,0
2007,8,3,21,0,0
2007,8,3,22,0,0
2007,8,3,23,0,0
2007,8,4,0,0,0
2007,8,4,1,0,0
2007,8,4,2,0,0
2007,8,4,3,0,15
2007,8,4,4,0,94
2007,8,4,5,0,235
2007,8,4,6,0,357
2007,8,4,7,0,480
2007,8,4,8,0,565
2007,8,4,9,0,557
2007,8,4,10,0,604
2007,8,4,11,0,686
2007,8,4,12,0,704
2007,8,4,13,0,638
2007,8,4,14,0,525
2007,8,4,15,0,359
2007,8,4,16,0,234
2007,8,4,17,0,113
2007,8,4,18,0,30
2007,8,4,19,0,1
2007,8,4,20,0,0
2007,8,4,21,0,0
2007,8,4,22,0,0
2007,8,4,23,0,0
2007,8,5,0,0,0
2007,8,5,1,0,0
2007,8,5,2,0,0
2007,8,5,3,0,7
2007,8,5,4,0,23
2007,8,5,5,0,77
2007,8,5,6,0,155
2007,8,5,7,0,247
2007,8,5,8,0,346
2007,8,5,9,0,391
2007,8,5,10,0,440
2007,8,5,11,0,460
2007,8,5,12,0,426
2007,8,5,13,0,577
2007,8,5,14,0,548
2007,8,5,15,0,429
2007,8,5,16,0,298
2007,8,5,17,0,163
2007,8,5,18,0,49
2007,8,5,19,0,2
2007,8,5,20,0,0
2007,8,5,21,0,0
2007,8,5,22,0,0
2007,8,5,23,0,0
2007,8,6,0,0,0
2007,8,6,1,0,0
2007,8,6,2,0,0
2007,8,6,3,0,11
2007,8,6,4,0,71
2007,8,6,5,0,163
2007,8,6,6,0,337
2007,8,6,7,0,464
2007,8,6,8,0,575
2007,8,6,9,0,662
2007,8,6,10,0,712
2007,8,6,11,0,724
2007,8,6,12,0,696
2007,8,6,13,0,632
2007,8,6,14,0,536
2007,8,6,15,0,417
2007,8,6,16,0,285
2007,8,6,17,0,156
2007,8,6,18,0,49
2007,8,6,19,0,1
2007,8,6,20,0,0
2007,8,6,21,0,0
2007,8,6,22,0,0
2007,8,6,23,0,0
2007,8,7,0,0,0
2007,8,7,1,0,0
2007,8,7,2,0,0
2007,8,7,3,0,9
2007,8,7,4,0,62
2007,8,7,5,0,187
2007,8,7,6,0,334
2007,8,7,7,0,459
2007,8,7,8,0,564
2007,8,7,9,0,655
2007,8,7,10,0,704
2007,8,7,11,0,715
2007,8,7,12,0,688
2007,8,7,13,0,626
2007,8,7,14,0,533
2007,8,7,15,0,415
2007,8,7,16,0,285
2007,8,7,17,0,155
2007,8,7,18,0,47
2007,8,7,19,0,1
2007,8,7,20,0,0
2007,8,7,21,0,0
2007,8,7,22,0,0
2007,8,7,23,0,0
2007,8,8,0,0,0
2007,8,8,1,0,0
2007,8,8,2,0,0
2007,8,8,3,0,9
2007,8,8,4,0,59
2007,8,8,5,0,167
2007,8,8,6,0,171
2007,8,8,7,0,240
2007,8,8,8,0,244
2007,8,8,9,0,232
2007,8,8,10,0,471
2007,8,8,11,0,518
2007,8,8,12,0,468
2007,8,8,13,0,469
2007,8,8,14,0,517
2007,8,8,15,0,401
2007,8,8,16,0,268
2007,8,8,17,0,137
2007,8,8,18,0,41
2007,8,8,19,0,1
2007,8,8,20,0,0
2007,8,8,21,0,0
2007,8,8,22,0,0
2007,8,8,23,0,0
2007,8,9,0,0,0
2007,8,9,1,0,0
2007,8,9,2,0,0
2007,8,9,3,0,7
2007,8,9,4,0,52
2007,8,9,5,0,164
2007,8,9,6,0,318
2007,8,9,7,0,448
2007,8,9,8,0,555
2007,8,9,9,0,555
2007,8,9,10,0,686
2007,8,9,11,0,702
2007,8,9,12,0,670
2007,8,9,13,0,541
2007,8,9,14,0,477
2007,8,9,15,0,386
2007,8,9,16,0,255
2007,8,9,17,0,131
2007,8,9,18,0,36
2007,8,9,19,0,0
2007,8,9,20,0,0
2007,8,9,21,0,0
2007,8,9,22,0,0
2007,8,9,23,0,0
2007,8,10,0,0,0
2007,8,10,1,0,0
2007,8,10,2,0,0
2007,8,10,3,0,4
2007,8,10,4,0,21
2007,8,10,5,0,56
2007,8,10,6,0,94
2007,8,10,7,0,178
2007,8,10,8,0,346
2007,8,10,9,0,260
2007,8,10,10,0,238
2007,8,10,11,0,239
2007,8,10,12,0,198
2007,8,10,13,0,231
2007,8,10,14,0,224
2007,8,10,15,0,181
2007,8,10,16,0,144
2007,8,10,17,0,71
2007,8,10,18,0,13
2007,8,10,19,0,0
2007,8,10,20,0,0
2007,8,10,21,0,0
2007,8,10,22,0,0
2007,8,10,23,0,0
2007,8,11,0,0,0
2007,8,11,1,0,0
2007,8,11,2,0,0
2007,8,11,3,0,3
2007,8,11,4,0,29
2007,8,11,5,0,120
2007,8,11,6,0,251
2007,8,11,7,0,301
2007,8,11,8,0,312
2007,8,11,9,0,370
2007,8,11,10,0,508
2007,8,11,11,0,639
2007,8,11,12,0,633
2007,8,11,13,0,556
2007,8,11,14,0,378
2007,8,11,15,0,267
2007,8,11,16,0,178
2007,8,11,17,0,66
2007,8,11,18,0,19
2007,8,11,19,0,0
2007,8,11,20,0,0
2007,8,11,21,0,0
2007,8,11,22,0,0
2007,8,11,23,0,0
2007,8,12,0,0,0
2007,8,12,1,0,0
2007,8,12,2,0,0
2007,8,12,3,0,4
2007,8,12,4,0,20
2007,8,12,5,0,65
2007,8,12,6,0,123
2007,8,12,7,0,191
2007,8,12,8,0,229
2007,8,12,9,0,224
2007,8,12,10,0,210
2007,8,12,11,0,239
2007,8,12,12,0,289
2007,8,12,13,0,250
2007,8,12,14,0,267
2007,8,12,15,0,275
2007,8,12,16,0,154
2007,8,12,17,0,76
2007,8,12,18,0,18
2007,8,12,19,0,0
2007,8,12,20,0,0
2007,8,12,21,0,0
2007,8,12,22,0,0
2007,8,12,23,0,0
2007,8,13,0,0,0
2007,8,13,1,0,0
2007,8,13,2,0,0
2007,8,13,3,0,5
2007,8,13,4,0,44
2007,8,13,5,0,147
2007,8,13,6,0,307
2007,8,13,7,0,452
2007,8,13,8,0,558
2007,8,13,9,0,338
2007,8,13,10,0,294
2007,8,13,11,0,345
2007,8,13,12,0,644
2007,8,13,13,0,567
2007,8,13,14,0,377
2007,8,13,15,0,242
2007,8,13,16,0,96
2007,8,13,17,0,57
2007,8,13,18,0,21
2007,8,13,19,0,0
2007,8,13,20,0,0
2007,8,13,21,0,0
2007,8,13,22,0,0
2007,8,13,23,0,0
2007,8,14,0,0,0
2007,8,14,1,0,0
2007,8,14,2,0,0
2007,8,14,3,0,5
2007,8,14,4,0,47
2007,8,14,5,0,133
2007,8,14,6,0,262
2007,8,14,7,0,380
2007,8,14,8,0,538
2007,8,14,9,0,620
2007,8,14,10,0,685
2007,8,14,11,0,713
2007,8,14,12,0,683
2007,8,14,13,0,595
2007,8,14,14,0,510
2007,8,14,15,0,390
2007,8,14,16,0,250
2007,8,14,17,0,119
2007,8,14,18,0,22
2007,8,14,19,0,0
2007,8,14,20,0,0
2007,8,14,21,0,0
2007,8,14,22,0,0
2007,8,14,23,0,0
2007,8,15,0,0,0
2007,8,15,1,0,0
2007,8,15,2,0,0
2007,8,15,3,0,2
2007,8,15,4,0,20
2007,8,15,5,0,42
2007,8,15,6,0,62
2007,8,15,7,0,178
2007,8,15,8,0,156
2007,8,15,9,0,181
2007,8,15,10,0,123
2007,8,15,11,0,115
2007,8,15,12,0,254
2007,8,15,13,0,281
2007,8,15,14,0,157
2007,8,15,15,0,236
2007,8,15,16,0,192
2007,8,15,17,0,93
2007,8,15,18,0,21
2007,8,15,19,0,0
2007,8,15,20,0,0
2007,8,15,21,0,0
2007,8,15,22,0,0
2007,8,15,23,0,0
2007,8,16,0,0,0
2007,8,16,1,0,0
2007,8,16,2,0,0
2007,8,16,3,0,1
2007,8,16,4,0,20
2007,8,16,5,0,40
2007,8,16,6,0,74
2007,8,16,7,0,160
2007,8,16,8,0,325
2007,8,16,9,0,333
2007,8,16,10,0,213
2007,8,16,11,0,407
2007,8,16,12,0,233
2007,8,16,13,0,226
2007,8,16,14,0,217
2007,8,16,15,0,329
2007,8,16,16,0,150
2007,8,16,17,0,61
2007,8,16,18,0,16
2007,8,16,19,0,0
2007,8,16,20,0,0
2007,8,16,21,0,0
2007,8,16,22,0,0
2007,8,16,23,0,0
2007,8,17,0,0,0
2007,8,17,1,0,0
2007,8,17,2,0,0
2007,8,17,3,0,2
2007,8,17,4,0,48
2007,8,17,5,0,144
2007,8,17,6,0,241
2007,8,17,7,0,305
2007,8,17,8,0,522
2007,8,17,9,0,504
2007,8,17,10,0,425
2007,8,17,11,0,265
2007,8,17,12,0,388
2007,8,17,13,0,291
2007,8,17,14,0,376
2007,8,17,15,0,314
2007,8,17,16,0,202
2007,8,17,17,0,107
2007,8,17,18,0,21
2007,8,17,19,0,0
2007,8,17,20,0,0
2007,8,17,21,0,0
2007,8,17,22,0,0
2007,8,17,23,0,0
2007,8,18,0,0,0
2007,8,18,1,0,0
2007,8,18,2,0,0
2007,8,18,3,0,2
2007,8,18,4,0,32
2007,8,18,5,0,81
2007,8,18,6,0,144
2007,8,18,7,0,310
2007,8,18,8,0,379
2007,8,18,9,0,309
2007,8,18,10,0,213
2007,8,18,11,0,279
2007,8,18,12,0,332
2007,8,18,13,0,456
2007,8,18,14,0,416
2007,8,18,15,0,365
2007,8,18,16,0,243
2007,8,18,17,0,109
2007,8,18,18,0,18
2007,8,18,19,0,0
2007,8,18,20,0,0
2007,8,18,21,0,0
2007,8,18,22,0,0
2007,8,18,23,0,0
2007,8,19,0,0,0
2007,8,19,1,0,0
2007,8,19,2,0,0
2007,8,19,3,0,1
2007,8,19,4,0,25
2007,8,19,5,0,60
2007,8,19,6,0,130
2007,8,19,7,0,204
2007,8,19,8,0,302
2007,8,19,9,0,369
2007,8,19,10,0,500
2007,8,19,11,0,567
2007,8,19,12,0,529
2007,8,19,13,0,424
2007,8,19,14,0,224
2007,8,19,15,0,203
2007,8,19,16,0,126
2007,8,19,17,0,35
2007,8,19,18,0,9
2007,8,19,19,0,0
2007,8,19,20,0,0
2007,8,19,21,0,0
2007,8,19,22,0,0
2007,8,19,23,0,0
2007,8,20,0,0,0
2007,8,20,1,0,0
2007,8,20,2,0,0
2007,8,20,3,0,0
2007,8,20,4,0,21
2007,8,20,5,0,75
2007,8,20,6,0,176
2007,8,20,7,0,285
2007,8,20,8,0,270
2007,8,20,9,0,423
2007,8,20,10,0,437
2007,8,20,11,0,542
2007,8,20,12,0,455
2007,8,20,13,0,309
2007,8,20,14,0,134
2007,8,20,15,0,89
2007,8,20,16,0,98
2007,8,20,17,0,52
2007,8,20,18,0,10
2007,8,20,19,0,0
2007,8,20,20,0,0
2007,8,20,21,0,0
2007,8,20,22,0,0
2007,8,20,23,0,0
2007,8,21,0,0,0
2007,8,21,1,0,0
2007,8,21,2,0,0
2007,8,21,3,0,1
2007,8,21,4,0,21
2007,8,21,5,0,70
2007,8,21,6,0,182
2007,8,21,7,0,384
2007,8,21,8,0,477
2007,8,21,9,0,454
2007,8,21,10,0,544
2007,8,21,11,0,475
2007,8,21,12,0,433
2007,8,21,13,0,354
2007,8,21,14,0,242
2007,8,21,15,0,218
2007,8,21,16,0,143
2007,8,21,17,0,54
2007,8,21,18,0,8
2007,8,21,19,0,0
2007,8,21,20,0,0
2007,8,21,21,0,0
2007,8,21,22,0,0
2007,8,21,23,0,0
2007,8,22,0,0,0
2007,8,22,1,0,0
2007,8,22,2,0,0
2007,8,22,3,0,0
2007,8,22,4,0,12
2007,8,22,5,0,40
2007,8,22,6,0,176
2007,8,22,7,0,262
2007,8,22,8,0,398
2007,8,22,9,0,304
2007,8,22,10,0,255
2007,8,22,11,0,354
2007,8,22,12,0,368
2007,8,22,13,0,372
2007,8,22,14,0,420
2007,8,22,15,0,322
2007,8,22,16,0,192
2007,8,22,17,0,77
2007,8,22,18,0,8
2007,8,22,19,0,0
2007,8,22,20,0,0
2007,8,22,21,0,0
2007,8,22,22,0,0
2007,8,22,23,0,0
2007,8,23,0,0,0
2007,8,23,1,0,0
2007,8,23,2,0,0
2007,8,23,3,0,0
2007,8,23,4,0,21
2007,8,23,5,0,42
2007,8,23,6,0,94
2007,8,23,7,0,238
2007,8,23,8,0,324
2007,8,23,9,0,322
2007,8,23,10,0,308
2007,8,23,11,0,435
2007,8,23,12,0,407
2007,8,23,13,0,142
2007,8,23,14,0,109
2007,8,23,15,0,94
2007,8,23,16,0,76
2007,8,23,17,0,37
2007,8,23,18,0,5
2007,8,23,19,0,0
2007,8,23,20,0,0
2007,8,23,21,0,0
2007,8,23,22,0,0
2007,8,23,23,0,0
2007,8,24,0,0,0
2007,8,24,1,0,0
2007,8,24,2,0,0
2007,8,24,3,0,0
2007,8,24,4,0,26
2007,8,24,5,0,103
2007,8,24,6,0,248
2007,8,24,7,0,395
2007,8,24,8,0,504
2007,8,24,9,0,576
2007,8,24,10,0,630
2007,8,24,11,0,642
2007,8,24,12,0,613
2007,8,24,13,0,549
2007,8,24,14,0,446
2007,8,24,15,0,333
2007,8,24,16,0,203
2007,8,24,17,0,78
2007,8,24,18,0,5
2007,8,24,19,0,0
2007,8,24,20,0,0
2007,8,24,21,0,0
2007,8,24,22,0,0
2007,8,24,23,0,0
2007,8,25,0,0,0
2007,8,25,1,0,0
2007,8,25,2,0,0
2007,8,25,3,0,0
2007,8,25,4,0,9
2007,8,25,5,0,80
2007,8,25,6,0,105
2007,8,25,7,0,172
2007,8,25,8,0,282
2007,8,25,9,0,364
2007,8,25,10,0,490
2007,8,25,11,0,556
2007,8,25,12,0,562
2007,8,25,13,0,549
2007,8,25,14,0,453
2007,8,25,15,0,347
2007,8,25,16,0,208
2007,8,25,17,0,84
2007,8,25,18,0,6
2007,8,25,19,0,0
2007,8,25,20,0,0
2007,8,25,21,0,0
2007,8,25,22,0,0
2007,8,25,23,0,0
2007,8,26,0,0,0
2007,8,26,1,0,0
2007,8,26,2,0,0
2007,8,26,3,0,0
2007,8,26,4,0,19
2007,8,26,5,0,112
2007,8,26,6,0,224
2007,8,26,7,0,401
2007,8,26,8,0,524
2007,8,26,9,0,539
2007,8,26,10,0,526
2007,8,26,11,0,463
2007,8,26,12,0,557
2007,8,26,13,0,501
2007,8,26,14,0,424
2007,8,26,15,0,334
2007,8,26,16,0,189
2007,8,26,17,0,69
2007,8,26,18,0,4
2007,8,26,19,0,0
2007,8,26,20,0,0
2007,8,26,21,0,0
2007,8,26,22,0,0
2007,8,26,23,0,0
2007,8,27,0,0,0
2007,8,27,1,0,0
2007,8,27,2,0,0
2007,8,27,3,0,0
2007,8,27,4,0,15
2007,8,27,5,0,86
2007,8,27,6,0,199
2007,8,27,7,0,300
2007,8,27,8,0,395
2007,8,27,9,0,473
2007,8,27,10,0,462
2007,8,27,11,0,295
2007,8,27,12,0,172
2007,8,27,13,0,281
2007,8,27,14,0,327
2007,8,27,15,0,148
2007,8,27,16,0,149
2007,8,27,17,0,67
2007,8,27,18,0,4
2007,8,27,19,0,0
2007,8,27,20,0,0
2007,8,27,21,0,0
2007,8,27,22,0,0
2007,8,27,23,0,0
2007,8,28,0,0,0
2007,8,28,1,0,0
2007,8,28,2,0,0
2007,8,28,3,0,0
2007,8,28,4,0,33
2007,8,28,5,0,149
2007,8,28,6,0,288
2007,8,28,7,0,421
2007,8,28,8,0,535
2007,8,28,9,0,619
2007,8,28,10,0,625
2007,8,28,11,0,605
2007,8,28,12,0,636
2007,8,28,13,0,569
2007,8,28,14,0,469
2007,8,28,15,0,343
2007,8,28,16,0,206
2007,8,28,17,0,76
2007,8,28,18,0,3
2007,8,28,19,0,0
2007,8,28,20,0,0
2007,8,28,21,0,0
2007,8,28,22,0,0
2007,8,28,23,0,0
2007,8,29,0,0,0
2007,8,29,1,0,0
2007,8,29,2,0,0
2007,8,29,3,0,0
2007,8,29,4,0,22
2007,8,29,5,0,112
2007,8,29,6,0,271
2007,8,29,7,0,408
2007,8,29,8,0,522
2007,8,29,9,0,606
2007,8,29,10,0,652
2007,8,29,11,0,613
2007,8,29,12,0,612
2007,8,29,13,0,551
2007,8,29,14,0,389
2007,8,29,15,0,274
2007,8,29,16,0,161
2007,8,29,17,0,64
2007,8,29,18,0,2
2007,8,29,19,0,0
2007,8,29,20,0,0
2007,8,29,21,0,0
2007,8,29,22,0,0
2007,8,29,23,0,0
2007,8,30,0,0,0
2007,8,30,1,0,0
2007,8,30,2,0,0
2007,8,30,3,0,0
2007,8,30,4,0,15
2007,8,30,5,0,68
2007,8,30,6,0,150
2007,8,30,7,0,300
2007,8,30,8,0,372
2007,8,30,9,0,400
2007,8,30,10,0,274
2007,8,30,11,0,283
2007,8,30,12,0,488
2007,8,30,13,0,502
2007,8,30,14,0,354
2007,8,30,15,0,173
2007,8,30,16,0,127
2007,8,30,17,0,64
2007,8,30,18,0,2
2007,8,30,19,0,0
2007,8,30,20,0,0
2007,8,30,21,0,0
2007,8,30,22,0,0
2007,8,30,23,0,0
2007,8,31,0,0,0
2007,8,31,1,0,0
2007,8,31,2,0,0
2007,8,31,3,0,0
2007,8,31,4,0,7
2007,8,31,5,0,18
2007,8,31,6,0,47
2007,8,31,7,0,119
2007,8,31,8,0,128
2007,8,31,9,0,170
2007,8,31,10,0,179
2007,8,31,11,0,262
2007,8,31,12,0,314
2007,8,31,13,0,234
2007,8,31,14,0,193
2007,8,31,15,0,167
2007,8,31,16,0,119
2007,8,31,17,0,51
2007,8,31,18,0,1
2007,8,31,19,0,0
2007,8,31,20,0,0
2007,8,31,21,0,0
2007,8,31,22,0,0
2007,8,31,23,0,0
2007,9,1,0,0,0
2007,9,1,1,0,0
2007,9,1,2,0,0
2007,9,1,3,0,0
2007,9,1,4,0,17
2007,9,1,5,0,112
2007,9,1,6,0,260
2007,9,1,7,0,396
2007,9,1,8,0,502
2007,9,1,9,0,577
2007,9,1,10,0,575
2007,9,1,11,0,474
2007,9,1,12,0,384
2007,9,1,13,0,320
2007,9,1,14,0,254
2007,9,1,15,0,123
2007,9,1,16,0,78
2007,9,1,17,0,22
2007,9,1,18,0,0
2007,9,1,19,0,0
2007,9,1,20,0,0
2007,9,1,21,0,0
2007,9,1,22,0,0
2007,9,1,23,0,0
2007,9,2,0,0,0
2007,9,2,1,0,0
2007,9,2,2,0,0
2007,9,2,3,0,0
2007,9,2,4,0,4
2007,9,2,5,0,30
2007,9,2,6,0,43
2007,9,2,7,0,88
2007,9,2,8,0,195
2007,9,2,9,0,232
2007,9,2,10,0,354
2007,9,2,11,0,347
2007,9,2,12,0,291
2007,9,2,13,0,178
2007,9,2,14,0,131
2007,9,2,15,0,62
2007,9,2,16,0,48
2007,9,2,17,0,25
2007,9,2,18,0,0
2007,9,2,19,0,0
2007,9,2,20,0,0
2007,9,2,21,0,0
2007,9,2,22,0,0
2007,9,2,23,0,0
2007,9,3,0,0,0
2007,9,3,1,0,0
2007,9,3,2,0,0
2007,9,3,3,0,0
2007,9,3,4,0,13
2007,9,3,5,0,71
2007,9,3,6,0,173
2007,9,3,7,0,345
2007,9,3,8,0,482
2007,9,3,9,0,578
2007,9,3,10,0,540
2007,9,3,11,0,574
2007,9,3,12,0,564
2007,9,3,13,0,523
2007,9,3,14,0,428
2007,9,3,15,0,307
2007,9,3,16,0,170
2007,9,3,17,0,48
2007,9,3,18,0,0
2007,9,3,19,0,0
2007,9,3,20,0,0
2007,9,3,21,0,0
2007,9,3,22,0,0
2007,9,3,23,0,0
2007,9,4,0,0,0
2007,9,4,1,0,0
2007,9,4,2,0,0
2007,9,4,3,0,0
2007,9,4,4,0,15
2007,9,4,5,0,66
2007,9,4,6,0,180
2007,9,4,7,0,232
2007,9,4,8,0,282
2007,9,4,9,0,279
2007,9,4,10,0,318
2007,9,4,11,0,317
2007,9,4,12,0,350
2007,9,4,13,0,301
2007,9,4,14,0,227
2007,9,4,15,0,174
2007,9,4,16,0,102
2007,9,4,17,0,37
2007,9,4,18,0,0
2007,9,4,19,0,0
2007,9,4,20,0,0
2007,9,4,21,0,0
2007,9,4,22,0,0
2007,9,4,23,0,0
2007,9,5,0,0,0
2007,9,5,1,0,0
2007,9,5,2,0,0
2007,9,5,3,0,0
2007,9,5,4,0,12
2007,9,5,5,0,85
2007,9,5,6,0,211
2007,9,5,7,0,326
2007,9,5,8,0,442
2007,9,5,9,0,393
2007,9,5,10,0,414
2007,9,5,11,0,388
2007,9,5,12,0,250
2007,9,5,13,0,180
2007,9,5,14,0,158
2007,9,5,15,0,95
2007,9,5,16,0,91
2007,9,5,17,0,25
2007,9,5,18,0,0
2007,9,5,19,0,0
2007,9,5,20,0,0
2007,9,5,21,0,0
2007,9,5,22,0,0
2007,9,5,23,0,0
2007,9,6,0,0,0
2007,9,6,1,0,0
2007,9,6,2,0,0
2007,9,6,3,0,0
2007,9,6,4,0,5
2007,9,6,5,0,34
2007,9,6,6,0,96
2007,9,6,7,0,240
2007,9,6,8,0,321
2007,9,6,9,0,416
2007,9,6,10,0,581
2007,9,6,11,0,570
2007,9,6,12,0,520
2007,9,6,13,0,480
2007,9,6,14,0,388
2007,9,6,15,0,266
2007,9,6,16,0,143
2007,9,6,17,0,33
2007,9,6,18,0,0
2007,9,6,19,0,0
2007,9,6,20,0,0
2007,9,6,21,0,0
2007,9,6,22,0,0
2007,9,6,23,0,0
2007,9,7,0,0,0
2007,9,7,1,0,0
2007,9,7,2,0,0
2007,9,7,3,0,0
2007,9,7,4,0,10
2007,9,7,5,0,79
2007,9,7,6,0,214
2007,9,7,7,0,353
2007,9,7,8,0,462
2007,9,7,9,0,471
2007,9,7,10,0,524
2007,9,7,11,0,466
2007,9,7,12,0,369
2007,9,7,13,0,302
2007,9,7,14,0,261
2007,9,7,15,0,201
2007,9,7,16,0,125
2007,9,7,17,0,27
2007,9,7,18,0,0
2007,9,7,19,0,0
2007,9,7,20,0,0
2007,9,7,21,0,0
2007,9,7,22,0,0
2007,9,7,23,0,0
2007,9,8,0,0,0
2007,9,8,1,0,0
2007,9,8,2,0,0
2007,9,8,3,0,0
2007,9,8,4,0,3
2007,9,8,5,0,34
2007,9,8,6,0,81
2007,9,8,7,0,243
2007,9,8,8,0,358
2007,9,8,9,0,471
2007,9,8,10,0,433
2007,9,8,11,0,469
2007,9,8,12,0,551
2007,9,8,13,0,483
2007,9,8,14,0,393
2007,9,8,15,0,213
2007,9,8,16,0,125
2007,9,8,17,0,19
2007,9,8,18,0,0
2007,9,8,19,0,0
2007,9,8,20,0,0
2007,9,8,21,0,0
2007,9,8,22,0,0
2007,9,8,23,0,0
2007,9,9,0,0,0
2007,9,9,1,0,0
2007,9,9,2,0,0
2007,9,9,3,0,0
2007,9,9,4,0,9
2007,9,9,5,0,93
2007,9,9,6,0,227
2007,9,9,7,0,357
2007,9,9,8,0,467
2007,9,9,9,0,550
2007,9,9,10,0,527
2007,9,9,11,0,523
2007,9,9,12,0,488
2007,9,9,13,0,484
2007,9,9,14,0,365
2007,9,9,15,0,253
2007,9,9,16,0,79
2007,9,9,17,0,12
2007,9,9,18,0,0
2007,9,9,19,0,0
2007,9,9,20,0,0
2007,9,9,21,0,0
2007,9,9,22,0,0
2007,9,9,23,0,0
2007,9,10,0,0,0
2007,9,10,1,0,0
2007,9,10,2,0,0
2007,9,10,3,0,0
2007,9,10,4,0,2
2007,9,10,5,0,24
2007,9,10,6,0,66
2007,9,10,7,0,127
2007,9,10,8,0,227
2007,9,10,9,0,425
2007,9,10,10,0,520
2007,9,10,11,0,469
2007,9,10,12,0,189
2007,9,10,13,0,271
2007,9,10,14,0,169
2007,9,10,15,0,73
2007,9,10,16,0,96
2007,9,10,17,0,19
2007,9,10,18,0,0
2007,9,10,19,0,0
2007,9,10,20,0,0
2007,9,10,21,0,0
2007,9,10,22,0,0
2007,9,10,23,0,0
2007,9,11,0,0,0
2007,9,11,1,0,0
2007,9,11,2,0,0
2007,9,11,3,0,0
2007,9,11,4,0,6
2007,9,11,5,0,76
2007,9,11,6,0,213
2007,9,11,7,0,344
2007,9,11,8,0,427
2007,9,11,9,0,424
2007,9,11,10,0,379
2007,9,11,11,0,396
2007,9,11,12,0,489
2007,9,11,13,0,477
2007,9,11,14,0,376
2007,9,11,15,0,250
2007,9,11,16,0,118
2007,9,11,17,0,18
2007,9,11,18,0,0
2007,9,11,19,0,0
2007,9,11,20,0,0
2007,9,11,21,0,0
2007,9,11,22,0,0
2007,9,11,23,0,0
2007,9,12,0,0,0
2007,9,12,1,0,0
2007,9,12,2,0,0
2007,9,12,3,0,0
2007,9,12,4,0,3
2007,9,12,5,0,32
2007,9,12,6,0,142
2007,9,12,7,0,179
2007,9,12,8,0,232
2007,9,12,9,0,323
2007,9,12,10,0,320
2007,9,12,11,0,311
2007,9,12,12,0,474
2007,9,12,13,0,473
2007,9,12,14,0,360
2007,9,12,15,0,243
2007,9,12,16,0,107
2007,9,12,17,0,11
2007,9,12,18,0,0
2007,9,12,19,0,0
2007,9,12,20,0,0
2007,9,12,21,0,0
2007,9,12,22,0,0
2007,9,12,23,0,0
2007,9,13,0,0,0
2007,9,13,1,0,0
2007,9,13,2,0,0
2007,9,13,3,0,0
2007,9,13,4,0,4
2007,9,13,5,0,77
2007,9,13,6,0,206
2007,9,13,7,0,333
2007,9,13,8,0,443
2007,9,13,9,0,525
2007,9,13,10,0,569
2007,9,13,11,0,569
2007,9,13,12,0,537
2007,9,13,13,0,463
2007,9,13,14,0,361
2007,9,13,15,0,232
2007,9,13,16,0,104
2007,9,13,17,0,12
2007,9,13,18,0,0
2007,9,13,19,0,0
